b_1,b_2,b_3,b_4,b_5,b_6,b_7,b_8,b_9,b_10,b_11,b_12,b_13,b_14,b_15,b_16,b_17,b_18,b_19,b_20,x0_1,x0_2,x0_3,x0_4,x0_5,x0_6,x0_7,x0_8,x0_9,x0_10,x0_11,x0_12,x0_13,x0_14,x0_15,x0_16,x0_17,x0_18,x0_19,x0_20,x_ja_1,x_ja_2,x_ja_3,x_ja_4,x_ja_5,x_ja_6,x_ja_7,x_ja_8,x_ja_9,x_ja_10,x_ja_11,x_ja_12,x_ja_13,x_ja_14,x_ja_15,x_ja_16,x_ja_17,x_ja_18,x_ja_19,x_ja_20,iters_ja,x_gs_1,x_gs_2,x_gs_3,x_gs_4,x_gs_5,x_gs_6,x_gs_7,x_gs_8,x_gs_9,x_gs_10,x_gs_11,x_gs_12,x_gs_13,x_gs_14,x_gs_15,x_gs_16,x_gs_17,x_gs_18,x_gs_19,x_gs_20,iters_gs,x_true_1,x_true_2,x_true_3,x_true_4,x_true_5,x_true_6,x_true_7,x_true_8,x_true_9,x_true_10,x_true_11,x_true_12,x_true_13,x_true_14,x_true_15,x_true_16,x_true_17,x_true_18,x_true_19,x_true_20,error_ja,error_gs
0.785007766792743,0.385723947754003,0.946137107840809,0.421102609522654,0.369799190784149,0.75647700247172,0.762784099720317,0.799460976146078,0.439334589507591,0.475057082519594,0.558753606465946,0.15819457917336,0.0415806174533331,0.809392426621587,0.531331843474701,0.310996284870154,0.208680211567641,0.13144136979775,0.115275695418814,0.0101520041430878,0.23786261233585,0.00662354454501701,0.531837439182461,0.356812383944277,0.0224500277220768,0.383124387887775,0.951936444811579,0.926355758086278,0.692923449649795,0.997267546679214,0.776661842616897,0.324148238234082,0.615864565419833,0.122119927155697,0.837620077786352,0.829948575824077,0.0285426553456252,0.236272117265654,0.941219273292659,0.0666094312948942,0.350618140610499,0.2947925604516,0.477801332151859,0.337775698553685,0.333312469482873,0.451877221504859,0.463445006875592,0.465327177890841,0.342481477011936,0.322350995844752,0.313636877549806,0.190418531673744,0.160606330446941,0.381405398111449,0.303667525784135,0.220327647966425,0.154609420967029,0.101986370626945,0.0722958155467172,0.0239321908046323,20,0.350618229034438,0.294792657465615,0.477801422549,0.337775768341702,0.333312510605482,0.451877228203155,0.463444975994881,0.465327109133784,0.342481372985898,0.322350861675001,0.313636720196452,0.190418359155336,0.160606151140352,0.381405220204291,0.303667356901807,0.22032749490576,0.154609289654288,0.101986265651874,0.0722957415111926,0.0239321471038842,13,0.350618112710649,0.29479251205827,0.477801261240277,0.337775605781372,0.333312355130159,0.451877086486706,0.463444852648881,0.465327006614145,0.342481291573438,0.322350799854079,0.313636675265559,0.190418327878434,0.160606130284459,0.381405206893657,0.30366734879043,0.220327490209322,0.154609287095946,0.101986264364838,0.072295740942035,0.0239321469017716,6.52674870036065e-07,4.13832004808368e-07
0.211820215036459,0.558525918614913,0.325313980371283,0.972184208153599,0.732999782447222,0.977986948283731,0.906973561223434,0.61607462262452,0.618085845520358,0.552235929715111,0.767689284562694,0.890925486914669,0.00570137584051567,0.943526546100753,0.586843655705663,0.574920624392511,0.905026431790873,0.388686331217122,0.773751981378974,0.826924138251673,0.528193560161483,0.796470187087922,0.51807032192312,0.375139656942178,0.811221363813181,0.18014586383516,0.707639469978096,0.710900278532513,0.455753362096923,0.408317160106585,0.539839526366599,0.637035010851986,0.0462671027427419,0.39759059400869,0.414668624966805,0.673971912350453,0.652054526121101,0.202700059458015,0.9013619363683,0.948247498939924,0.146658439901155,0.305297422341962,0.302025260784025,0.532097466267306,0.501598253285321,0.583887401172692,0.553183863179259,0.453038166925335,0.434861496962168,0.412180119490829,0.462372850413104,0.489709551265748,0.239074932287216,0.497735705420237,0.408829076243565,0.413203519973447,0.497619792223941,0.34812528705139,0.419844213162489,0.374625880581841,18,0.146658409827158,0.305297371157942,0.302025190071115,0.532097380827467,0.501598155155884,0.583887290640493,0.553183739249391,0.4530380286202,0.434861344212099,0.412179953547509,0.462372673859913,0.489709367808204,0.239074746496323,0.497735522536196,0.408828902010887,0.413203360407228,0.497619653463963,0.348125174573082,0.419844132909862,0.374625832783291,13,0.146658389938881,0.30529733826978,0.302025142581171,0.532097319737602,0.50159808353528,0.583887213734143,0.553183663109809,0.453037958647008,0.434861284126392,0.412179905059475,0.462372636912502,0.489709341128463,0.239074728196977,0.49773551060444,0.408828894623359,0.413203356081135,0.497619651089526,0.348125173373364,0.419844132378471,0.37462583259475,7.44651774570582e-07,1.94417700837438e-07
0.93091386844532,0.405713750881943,0.142280477229976,0.669224567413015,0.486096328876744,0.329700110818124,0.694799089777536,0.690463349290621,0.0666762427458532,0.2153314316662,0.606625181513257,0.539391547005016,0.430426748796392,0.704038198967792,0.693796542514862,0.30844538432948,0.835210684039652,0.703753525795336,0.640842544985852,0.119901740073289,0.697309572324478,0.566792650079979,0.0533238774242776,0.340171342337839,0.0182170878997683,0.487100921373143,0.917005888595031,0.39523651644138,0.429612618120778,0.270792952350967,0.338496015698076,0.759160536163003,0.804435524035204,0.428277189550087,0.0895137937299206,0.830128808799241,0.110343531002134,0.0150280695428664,0.368842682045087,0.342633264464841,0.371204444277826,0.261458266101398,0.207881107094076,0.356472714179624,0.318384436828817,0.286784267291436,0.381832048150422,0.365704164121339,0.179425919869804,0.217295314086771,0.338573981649534,0.344512997395935,0.333343465150493,0.415458585389709,0.419896531858566,0.318356426968039,0.46259802074198,0.406047309249678,0.341629039321371,0.130742707041642,19,0.371204551338645,0.261458350849046,0.207881141815965,0.356472685791348,0.318384351158362,0.286784137633807,0.381831889341887,0.365703989023795,0.179425738391001,0.217295133514311,0.338573807385691,0.344512833577555,0.333343314993425,0.415458451325338,0.419896415584784,0.318356329474304,0.462597942450004,0.406047249985133,0.341628999201504,0.130742684056775,12,0.371204408727974,0.261458205414911,0.20788102012458,0.356472603746051,0.31838430552516,0.286784118586161,0.38183188600594,0.365703992953185,0.179425744357286,0.217295138963118,0.338573811465476,0.344512836293904,0.333343316661358,0.415458452289993,0.419896416117462,0.318356329757202,0.462597942594347,0.406047250054892,0.341628999231904,0.130742684067655,5.57131184752237e-07,2.56113838266093e-07
0.660355092262818,0.12983072067267,0.544921959713605,0.326337304082215,0.41572549758753,0.804876123895759,0.703314049950095,0.404582269507747,0.376702075975107,0.452279233673976,0.687406054544815,0.904484323934643,0.302952376167333,0.508773736255646,0.842998719603041,0.478577543730897,0.836137359569262,0.422622881121776,0.49543845457213,0.17333008753342,0.962677892038804,0.539877311276983,0.509717490661551,0.540859485610776,0.868242370341612,0.414009940652738,0.26990272659975,0.212199005453514,0.0986201853410722,0.59110981073712,0.138158158176759,0.464223998545113,0.613149495241256,0.199959535170802,0.917362517286226,0.00990066755934105,0.9708849854283,0.980698796594024,0.742254771712238,0.506577344500869,0.27193281792196,0.160494210092161,0.300784809313734,0.26117202085578,0.314464084723201,0.437722408504663,0.412092634384389,0.318878149275929,0.304189358620961,0.337921422910737,0.417771292260761,0.483139734092829,0.317318639884424,0.371637235499993,0.468687949077772,0.369397990493409,0.452870479721231,0.303710748977539,0.274990126323928,0.128917635088686,19,0.271932826819267,0.160494222476926,0.30078482469897,0.261172037098158,0.314464096764698,0.437722409731834,0.412092618296328,0.318878111092942,0.30418929609221,0.337921336392768,0.417771184318059,0.483139608946451,0.317318502912666,0.37163709286574,0.468687807457042,0.36939785678118,0.452870360823765,0.30371065104017,0.274990055688963,0.128917592712648,13,0.271932783414035,0.160494152069692,0.300784727777766,0.261171919762019,0.314463967401315,0.43772227838751,0.412092494388833,0.318878001724766,0.304189205239756,0.337921265021512,0.417771131095255,0.483139571167459,0.317318477346099,0.371637076366717,0.468687797320249,0.369397850877869,0.452870357595554,0.303710649412516,0.274990054968583,0.128917592456947,5.66097289113378e-07,3.31645041060533e-07
0.114028330286957,0.195675020120598,0.931060528916019,0.087721177298276,0.768586327651525,0.422618486874947,0.518000050402927,0.831410417480544,0.523963033175925,0.211743058179389,0.506289359401972,0.433127021812683,0.542875638448947,0.679021180107742,0.266119174674579,0.157464670192662,0.457036489019796,0.0129959241296519,0.249406523906929,0.374109872631598,0.131642995072505,0.61059717649728,0.6901217513284,0.718600011198131,0.410814957267432,0.514476303565325,0.285582436716236,0.410129058943861,0.626891403751031,0.399696974037529,0.16454685415294,0.777104029863569,0.907082197636152,0.712992012981204,0.499234222038231,0.961684253030498,0.993099673764933,0.162598585512057,0.850216892535944,0.626048669266151,0.100747507858419,0.168609761874289,0.415637063254539,0.207847599325886,0.409739947918689,0.323922096284845,0.363356874898462,0.442549101533196,0.345598973282035,0.243112666079311,0.316653949588863,0.303323544665444,0.336217233536756,0.358518052081129,0.222765737168597,0.164841082076711,0.225775381064665,0.0926328650258124,0.143443990735716,0.156330056253541,20,0.100747529699841,0.168609776727645,0.41563706266372,0.207847576730703,0.409739899225444,0.323922019143039,0.363356768633719,0.442548967129993,0.345598813257566,0.243112484291396,0.316653751011913,0.303323335176276,0.336217019718521,0.358517841022365,0.222765536245899,0.1648408986453,0.22577522226033,0.0926327369216524,0.143443899726789,0.156330002241802,14,0.100747477120613,0.168609708947422,0.415636986404686,0.207847499836071,0.409739826504556,0.323921954073848,0.363356713224045,0.442548922093111,0.345598778238353,0.243112458196521,0.316653732353223,0.303323322364434,0.336217011270526,0.358517835678454,0.222765533011527,0.164840896781939,0.225775221248697,0.0926327364137226,0.143443899502332,0.156330002162065,7.18538483239963e-07,1.90374928924733e-07
0.843003818531507,0.353883283226537,0.258979597429001,0.916310113779811,0.249591596445157,0.920443243651816,0.597838288136692,0.777587104742276,0.065304726897371,0.0591898480878841,0.671302488969333,0.146868902607521,0.146193741419305,0.577765884926114,0.637310157470705,0.404279020012486,0.077730476053964,0.976349584555503,0.469312536798151,0.781179949231875,0.959841962380759,0.060605461408755,0.0702561670748933,0.578835276416403,0.390423002789058,0.274603266092203,0.898764388944068,0.295159801566686,0.811801693098515,0.613197675762371,0.891831453926657,0.354898886189718,0.157578341544597,0.496844885066897,0.988010383487216,0.586318237175492,0.525453191242222,0.0619829920418077,0.940072730495261,0.503942378845744,0.345477144922996,0.257152723427177,0.259404847823354,0.460535268653805,0.296086226643066,0.493047339948836,0.388097588699949,0.405891409310579,0.171853285294101,0.147398412325475,0.306342218070847,0.169738021340186,0.184769362041031,0.319757925177177,0.347122146220843,0.292509458125044,0.206920012924439,0.465154300566859,0.309667848122992,0.350767502915473,20,0.345477224772859,0.257152806971195,0.259404919675467,0.46053531610717,0.296086243779182,0.493047323700727,0.388097538437287,0.405891326580109,0.171853173637243,0.147398276924669,0.306342065254226,0.169737858046425,0.184769195339503,0.31975776188989,0.347121992663837,0.292509319911811,0.206919894949418,0.465154206601857,0.309667782019525,0.350767463964034,13,0.345477116724942,0.257152674772626,0.259404777028027,0.460535176859425,0.296086114631271,0.493047209102639,0.388097440842472,0.405891246817498,0.171853111091348,0.147398229870596,0.306342031288037,0.169737834519342,0.184769179707889,0.319757751939575,0.347121986611574,0.292509316412177,0.206919893044672,0.465154205644109,0.309667781596065,0.350767463813645,6.0507072559402e-07,3.5045405997019e-07
0.235375885680727,0.353632910220417,0.662114590060009,0.985293616085352,0.112536052703185,0.707955792825866,0.369061124531638,0.289635038603927,0.884381906045615,0.0839752317881881,0.52197712751938,0.60430336267792,0.3125407436969,0.74954982892953,0.603766175862281,0.0266084699976822,0.975034894165694,0.572687209375301,0.059075094636034,0.432941961971035,0.0302037144194616,0.447783515298553,0.909897575116642,0.690566756289277,0.727263530663415,0.360655952492192,0.781250687062417,0.258808749606901,0.815042933078242,0.19740141714863,0.277749515498794,0.123086117376322,0.129868943758526,0.67612378893151,0.018654469854968,0.961033369472218,0.548212249137663,0.541467266225127,0.558522063782365,0.117009249492442,0.150604929008277,0.245640722256453,0.374473815189704,0.482998957150704,0.237342320244783,0.385539024328561,0.286412699789451,0.264134863303992,0.424016480015927,0.20467947213074,0.3266274234369,0.354828759816752,0.288586372701401,0.40562341755894,0.365340616286902,0.206597947135989,0.455992684099172,0.324450677585937,0.14433410610081,0.195407245930518,19,0.150604907612889,0.245640680304589,0.374473750144684,0.482998869850514,0.23734221095716,0.385538894259824,0.286412551167294,0.264134699572933,0.424016305545978,0.204679291767939,0.326627242040183,0.354828581935812,0.288586202430856,0.405623258535203,0.365340471778699,0.206597820110238,0.455992577336981,0.324450593354223,0.144334047157614,0.195407211296133,13,0.150604873907957,0.245640629575963,0.37447368502065,0.48299879617267,0.237342134602538,0.3855388209083,0.286412485235128,0.264134643748135,0.42401626077957,0.204679257624213,0.32662721719256,0.35482856464541,0.288586190914387,0.405623251195127,0.365340467311417,0.206597817526383,0.455992575930479,0.324450592646949,0.144334046844888,0.195407211185072,7.22924897005525e-07,1.90669421688786e-07
0.0807507818218267,0.178766998179781,0.216268143396295,0.472090917071273,0.864754411993344,0.677137733184404,0.772218733310725,0.439154043851607,0.00399743598099389,0.108668339034722,0.358730655406339,0.987528924583801,0.643056110924269,0.615477358275993,0.0289780559287239,0.517316455048404,0.0882418380111891,0.365630997167957,0.588766476135088,0.597134463981771,0.371255553115118,0.183289091482653,0.678271973602863,0.184519008016221,0.722674018828258,0.446657842859236,0.903992532233375,0.247977291145878,0.655164952900071,0.239735713786237,0.616556502190092,0.395669993623209,0.597776663152274,0.172934184813605,0.335555971309755,0.472349604250822,0.741730053596403,0.260423431002748,0.313686464468519,0.885251685296725,0.0639813719466578,0.127779616256602,0.189213754007386,0.311896556564069,0.462157910896014,0.423870997617204,0.426127160352187,0.289432919593792,0.135883700137218,0.168684505181344,0.272250956040612,0.483836760041876,0.391160916392644,0.360415509825852,0.160949467258727,0.275017670016959,0.153452752152354,0.241725077199999,0.294029706596476,0.268193556076278,19,0.0639813760141393,0.127779600827561,0.189213712470307,0.311896486522746,0.462157811184073,0.423870867883285,0.426127001117352,0.289432732862758,0.135883489672424,0.168684276400312,0.272250715589521,0.483836515246569,0.391160674751892,0.360415278627436,0.160949253338058,0.275017479568656,0.153452590741672,0.241724949202462,0.294029616776479,0.268193503223542,13,0.0639813153485011,0.127779520036806,0.189213616821094,0.311896383383359,0.462157706079114,0.423870766477994,0.426126908432193,0.289432652592331,0.135883423723658,0.168684224911848,0.272250677319371,0.483836488124897,0.391160656409951,0.360415266793064,0.160949246067043,0.275017475333911,0.153452588425724,0.241724948034713,0.29402961625964,0.26819350304009,9.30552882105454e-07,2.75885366662946e-07
0.425273467227175,0.199500800931013,0.709514217528038,0.589333833133607,0.991843198762668,0.148679084091335,0.726799559488114,0.616328076342445,0.926343362973075,0.463211635899653,0.789344461991321,0.602011133900419,0.0491888067413765,0.0921390249642848,0.668399852657218,0.84402649074874,0.223756486525726,0.96769360567925,0.509767293495094,0.492618892178231,0.591590990725075,0.305874632620735,0.135600454687019,0.0850727313726543,0.481094038851293,0.155703843409209,0.02106868118759,0.0264678362824617,0.843417906208473,0.00100513142564151,0.0255994536965534,0.880307877313187,0.0977805792166777,0.0983445259347928,0.840247815088,0.997442726115418,0.778285237567116,0.932419612320031,0.747434457740279,0.383733297226809,0.20776744896655,0.199038268157325,0.394039392486228,0.386843006321548,0.510886757680506,0.275891246427351,0.443761535274983,0.419840124093015,0.515591633903157,0.378172294955576,0.441940137657874,0.350317279865022,0.173332533049808,0.187044264127363,0.366570630588052,0.445849840437782,0.286125599495031,0.481653530598874,0.316902108223691,0.257161167194944,18,0.207767578359291,0.199038473282244,0.394039663359836,0.386843317330126,0.510887082669576,0.275891557929865,0.443761808142924,0.41984033741837,0.515591772461925,0.378172349921191,0.441940106824398,0.350317167579833,0.173332349871822,0.187044026110032,0.366570358243981,0.445849557196839,0.286125330113155,0.481653298090991,0.316901935385514,0.257161061464579,13,0.207767512189143,0.199038372080688,0.394039533199643,0.386843170466634,0.510886930999776,0.275891412585657,0.443761677642411,0.419840226911538,0.515591683762312,0.378172282173569,0.441940057442819,0.350317133162419,0.173332326914253,0.187044011459646,0.366570349318578,0.44584955203053,0.286125327299462,0.481653296675674,0.316901934759653,0.257161061242325,7.87010208619879e-07,3.7873536123987e-07
